"yarrowiacyc"	"Row Labels"	"Description"	"UniProt"	"CLB22 Gene Name"	"CLB22 GO (biological process)"	"CLB22 GO (cellular component)"	"CLB22 GO (molecular function)"	"WT_A"	"WT_B"	"WT_C"	"WT_D"	"F174_A"	"F174_B"	"F174_D"	"F174_E"	"UVF4_A"	"UVF4_B"	"UVF4_C"	"UVF4_D"	"UVF4_E"	"p"	"q"	"nWT"	"nF174"	"nUVF4"	"log2FoldChange(F174/WT)"	"log2FoldChange(UVF4/WT)"	"log2FoldChange(UVF4/F174)"	"PresentOnlyWT"	"PresentOnlyF174"	"PresentOnlyUVF4"	"AbsentOnlyWT"	"AbsentOnlyF174"	"AbsentOnlyUVF4"	"Pass pq"	"Pass FoldChange"	"PassUniquePresence"	"PassUniqueAbsence"	"PassOverall"	"pq WT vs F174"	"Similarity_Yarlip1.to.yarrowiacyc"	"Similarity_yarrowiacyc.to.Yarlip1"
G1FV3-27512-MONOMER	"jgi|Yarlip1|124524|fgenesh1_kg.3_#_1056_#_TRINITY_DN4750_c0_g1_i1"	"jgi|Yarlip1|124524|fgenesh1_kg.3_#_1056_#_TRINITY_DN4750_c0_g1_i1"	"Q6C9L5"	"YALI0D10131p"	"aromatic amino acid family catabolic process to alcohol via Ehrlich pathway [GO:0000949]; ethanol metabolic process [GO:0006067]; L-phenylalanine catabolic process [GO:0006559]; pyruvate metabolic process [GO:0006090]; tryptophan catabolic process [GO:0006569]"	"intracellular [GO:0005622]"	"branched-chain-2-oxoacid decarboxylase activity [GO:0047433]; magnesium ion binding [GO:0000287]; pyruvate decarboxylase activity [GO:0004737]; thiamine pyrophosphate binding [GO:0030976]"	"30.89389200891824"	"29.171687281902226"	"30.244617107461245"	"24.903479934881105"	"30.81929335440536"	"31.366354713389185"	"27.566413735654482"	"28.171463005669175"	"30.70208711185842"	"31.132313948825768"	"30.465087144086564"	"30.931080309141056"	"30.57642275879911"	"0.298117973530641"	"0.374171194563052"	"4"	"4"	"5"	"0.6774621189888457"	"1.9579791712514805"	"1.2805170522626348"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"100.0"	"100.0"
G1FV3-27244-MONOMER	"jgi|Yarlip1|127920|fgenesh1_kg.9_#_133_#_TRINITY_DN3817_c1_g1_i1"	"jgi|Yarlip1|127920|fgenesh1_kg.9_#_133_#_TRINITY_DN3817_c1_g1_i1"	"Q6CAB3"	"YALI0D04312p"	"0"	"0"	"oxidoreductase activity [GO:0016491]"	"29.28979557969264"	"28.865642711862762"	"27.433299886375032"	"25.82342516476624"	"26.633297813280507"	"27.359258539337876"	"27.97277321412489"	"32.14778301781026"	"24.472215845914654"		"27.45513052538119"	"26.32925175788853"		"0.301681200373062"	"0.37558079934121"	"4"	"4"	"3"	"0.6752373104642189"	"-1.7675081259460406"	"-2.4427454364102594"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"100.0"	"100.0"
G1FV3-25380-MONOMER	"jgi|Yarlip1|125066|fgenesh1_kg.4_#_542_#_TRINITY_DN5100_c0_g1_i1"	"jgi|Yarlip1|125066|fgenesh1_kg.4_#_542_#_TRINITY_DN5100_c0_g1_i1"	"Q6C425"	"YALI0E30349p"	"0"	"0"	"0"							"24.680781010385218"					"32.06191389453731"				"0"	"1"	"1"			"7.381132884152095"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-25381-MONOMER	"jgi|Yarlip1|125070|fgenesh1_kg.4_#_546_#_TRINITY_DN3362_c0_g1_i1"	"jgi|Yarlip1|125070|fgenesh1_kg.4_#_546_#_TRINITY_DN3362_c0_g1_i1"	"Q6C424"	"YALI0E30371p"	"mitochondrial translation [GO:0032543]"	"cytosolic small ribosomal subunit [GO:0022627]; mitochondrial small ribosomal subunit [GO:0005763]"	"structural constituent of ribosome [GO:0003735]"	"32.48107891627228"	"32.90893615392197"	"31.95740369735239"	"32.38609715405515"	"33.236773190371856"	"33.12270830842754"	"33.56173579450059"	"32.8572033009162"	"33.15400290428758"	"33.297154356671655"	"33.1270559724034"	"33.57406640854485"	"33.664964116496115"	"0.00301465414000622"	"0.0718182071154451"	"4"	"4"	"5"	"0.7612261681535983"	"0.930069771280273"	"0.16884360312667468"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-25386-MONOMER	"jgi|Yarlip1|125072|fgenesh1_kg.4_#_548_#_TRINITY_DN3105_c0_g1_i1"	"jgi|Yarlip1|125072|fgenesh1_kg.4_#_548_#_TRINITY_DN3105_c0_g1_i1"	"Q6C421"	"YALI0E30481p"	"proline biosynthetic process [GO:0006561]"	"0"	"glutamate-5-semialdehyde dehydrogenase activity [GO:0004350]; NADP binding [GO:0050661]"	"36.12211263649772"	"36.33407988471437"	"37.18237151468255"	"37.279887259939144"	"35.949736727986455"	"35.82647069732711"	"35.915722595846255"	"35.745249068936054"	"37.712063001965504"	"36.08008145675234"	"37.404355586088"	"35.75969039735251"	"36.109277952600046"	"0.161851404023778"	"0.300215782649652"	"4"	"4"	"5"	"-0.8703180514344737"	"-0.11651914500676952"	"0.7537989064277042"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-30808-MONOMER	"jgi|Yarlip1|131265|fgenesh1_kg.20_#_45_#_TRINITY_DN2577_c0_g1_i1"	"jgi|Yarlip1|131265|fgenesh1_kg.20_#_45_#_TRINITY_DN2577_c0_g1_i1"	"B5RSJ8"	"YALI0A09438p"	"0"	"0"	"0"	"31.679174156073774"	"31.65311212171183"	"32.86364967753752"	"33.17042005096528"	"32.98117891832637"	"33.704206867817"	"32.95501054741044"	"32.41018905879499"	"32.93511775236972"	"32.76260656939036"	"28.460178955447624"	"32.87503978906869"	"32.9246444080204"	"0.547402850966565"	"0.462106304384173"	"4"	"4"	"5"	"0.6710573465150986"	"-0.3500715067127409"	"-1.0211288532278395"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"100.0"	"100.0"
G1FV3-25389-MONOMER	"jgi|Yarlip1|125078|fgenesh1_kg.4_#_554_#_TRINITY_DN10782_c0_g1_i1"	"jgi|Yarlip1|125078|fgenesh1_kg.4_#_554_#_TRINITY_DN10782_c0_g1_i1"	"Q6C418"	"YALI0E30547p"	"regulation of transcription, DNA-templated [GO:0006355]"	"0"	"chromatin binding [GO:0003682]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]"	"33.13223732995425"	"34.72755746385423"	"26.214434595870056"							"32.28936796613233"						"3"	"0"	"1"		"0.9312915029061521"		"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"100.0"	"100.0"
G1FV3-25390-MONOMER	"jgi|Yarlip1|125080|fgenesh1_kg.4_#_556_#_TRINITY_DN11802_c0_g1_i1"	"jgi|Yarlip1|125080|fgenesh1_kg.4_#_556_#_TRINITY_DN11802_c0_g1_i1"	"Q6C417"	"U2 small nuclear ribonucleoprotein A' (U2 snRNP A')"	"mRNA splicing, via spliceosome [GO:0000398]"	"spliceosomal complex [GO:0005681]; U2 snRNP [GO:0005686]"	"U2 snRNA binding [GO:0030620]"			"24.52743023347842"			"29.518408357286003"										"1"	"1"	"0"	"4.990978123807583"			"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-26416-MONOMER	"jgi|Yarlip1|123213|fgenesh1_kg.2_#_887_#_TRINITY_DN1138_c2_g1_i1"	"jgi|Yarlip1|123213|fgenesh1_kg.2_#_887_#_TRINITY_DN1138_c2_g1_i1"	"Q6C1B6"	"YALI0F17666p"	"autophagy [GO:0006914]; Golgi organization [GO:0007030]; intracellular protein transport [GO:0006886]; intra-Golgi vesicle-mediated transport [GO:0006891]; protein localization by the Cvt pathway [GO:0032258]"	"cis-Golgi network [GO:0005801]; Golgi transport complex [GO:0017119]; membrane [GO:0016020]"	"protein transporter activity [GO:0008565]"	"29.68901525190624"	"28.38480215790806"	"27.86511170190388"	"27.70675083370549"	"27.233887620273006"	"33.47808398266303"	"28.40555836595215"	"27.193099384567578"		"33.485063474209866"	"32.1099533186079"	"33.95837035735627"	"34.035136118691426"	"0.00889490055340621"	"0.126285933466329"	"4"	"4"	"4"	"0.6662373520080216"	"4.985710830860448"	"4.3194734788524265"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"100.0"	"100.0"
G1FV3-25392-MONOMER	"jgi|Yarlip1|125082|fgenesh1_kg.4_#_558_#_TRINITY_DN7722_c1_g1_i1"	"jgi|Yarlip1|125082|fgenesh1_kg.4_#_558_#_TRINITY_DN7722_c1_g1_i1"	"B5FVF9"	"60S ribosomal protein L36"	"cytoplasmic translation [GO:0002181]"	"cytosolic large ribosomal subunit [GO:0022625]"	"RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]"	"39.51307921356422"	"39.135098291086244"	"39.201829192393674"	"39.22181311228131"	"39.26419708882881"	"38.95188815154815"	"39.54175328796499"	"39.4064724803322"	"38.91767300132323"	"39.54077137190595"	"39.32516759743823"	"39.51327232124943"	"38.996659464534005"	"0.980543369995694"	"0.584650058941012"	"4"	"4"	"5"	"0.023122799837167918"	"-0.009246201041193558"	"-0.032369000878361476"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-25393-MONOMER	"jgi|Yarlip1|125086|fgenesh1_kg.4_#_562_#_TRINITY_DN3331_c0_g2_i1"	"jgi|Yarlip1|125086|fgenesh1_kg.4_#_562_#_TRINITY_DN3331_c0_g2_i1"	"Q6C415"	"YALI0E30613p"	"negative regulation of protein kinase activity [GO:0006469]"	"nucleolus [GO:0005730]"	"double-stranded RNA binding [GO:0003725]; protein kinase binding [GO:0019901]; protein kinase inhibitor activity [GO:0004860]"																"0"	"0"	"0"				"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-25394-MONOMER	"jgi|Yarlip1|125087|fgenesh1_kg.4_#_563_#_TRINITY_DN6087_c0_g1_i1"	"jgi|Yarlip1|125087|fgenesh1_kg.4_#_563_#_TRINITY_DN6087_c0_g1_i1"	"Q6C414"	"Protein transport protein SEC31"	"protein transport [GO:0015031]; vesicle-mediated transport [GO:0016192]"	"endoplasmic reticulum membrane [GO:0005789]; ER to Golgi transport vesicle membrane [GO:0012507]"	"0"	"37.917943254301235"	"37.93278053505006"	"37.63254117988634"	"38.39208021548234"	"37.80432409399358"	"37.816674884748586"	"37.87381702345392"	"38.04354842995059"	"37.409369160883216"	"37.70526742671517"	"37.57973057649572"	"37.29873228098805"	"37.815435854429225"	"0.048558022205597"	"0.19782775222031"	"4"	"4"	"5"	"-0.08424518814332771"	"-0.4071292362777186"	"-0.32288404813439087"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-25397-MONOMER	"jgi|Yarlip1|125090|fgenesh1_kg.4_#_566_#_TRINITY_DN282_c0_g1_i1"	"jgi|Yarlip1|125090|fgenesh1_kg.4_#_566_#_TRINITY_DN282_c0_g1_i1"	"Q6C411"	"YALI0E30701p"	"0"	"0"	"0"	"28.71973222636194"															"1"	"0"	"0"				"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-26192-MONOMER	"jgi|Yarlip1|131911|fgenesh1_kg.23_#_121_#_TRINITY_DN2583_c0_g2_i1"	"jgi|Yarlip1|131911|fgenesh1_kg.23_#_121_#_TRINITY_DN2583_c0_g2_i1"	"Q6C1W9"	"tRNA (guanine(9)-N1)-methyltransferase (EC 2.1.1.221) (tRNA methyltransferase 10) (tRNA(m1G9)-methyltransferase) (tRNA(m1G9)MTase)"	"0"	"cytoplasm [GO:0005737]; nucleus [GO:0005634]"	"tRNA (guanine(9)-N(1))-methyltransferase activity [GO:0052905]"	"30.02480124561313"	"23.917160075986583"	"30.446282623462665"	"33.050664347227084"	"30.25469090162157"	"29.188484865995015"	"30.367863689163535"	"30.283545764293752"	"31.319908809946014"	"29.34463369521263"	"30.934990204854298"	"29.260938874082655"	"31.062505872386854"	"0.793373248194543"	"0.535349447532738"	"4"	"4"	"5"	"0.6639192321961005"	"1.02486841822412"	"0.3609491860280194"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"99.71"	"99.71"
G1FV3-24037-MONOMER	"jgi|Yarlip1|125504|fgenesh1_kg.5_#_57_#_TRINITY_DN8117_c0_g1_i1"	"jgi|Yarlip1|125504|fgenesh1_kg.5_#_57_#_TRINITY_DN8117_c0_g1_i1"	"Q6C7I5"	"YALI0E00572p"	"iron-sulfur cluster assembly [GO:0016226]; protein maturation by iron-sulfur cluster transfer [GO:0097428]"	"mitochondrial matrix [GO:0005759]"	"0"	"32.991823722769496"	"31.161676092651433"	"31.314065611533742"	"33.32087858682347"	"31.881406220600756"	"34.064698737804505"	"33.22782305475547"	"32.266040197595906"	"33.46289215028889"	"33.093066119706194"	"33.12677927197377"	"33.74546667421444"	"32.860719881623524"	"0.220566153784841"	"0.334793455427981"	"4"	"4"	"5"	"0.6628810492446249"	"1.0606738161168252"	"0.39779276687220033"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"100.0"	"100.0"
G1FV3-25402-MONOMER	"jgi|Yarlip1|125100|fgenesh1_kg.4_#_576_#_TRINITY_DN2279_c0_g2_i1"	"jgi|Yarlip1|125100|fgenesh1_kg.4_#_576_#_TRINITY_DN2279_c0_g2_i1"	"Q6C406"	"YALI0E30811p"	"translation [GO:0006412]"	"cytosolic large ribosomal subunit [GO:0022625]"	"structural constituent of ribosome [GO:0003735]"	"38.177896964024505"	"38.136415027713895"	"37.97078520054519"	"38.282230681993674"	"38.7169872855465"	"38.64133333221137"	"38.29929394931411"	"38.0643423930044"	"38.72874491689494"	"38.36417896706679"	"38.7464424605075"	"38.43821765512743"	"38.70526445230764"	"0.0305479137782585"	"0.176216157675147"	"4"	"4"	"5"	"0.2886572714497859"	"0.45473772181154715"	"0.16608045036176122"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-25403-MONOMER	"jgi|Yarlip1|125101|fgenesh1_kg.4_#_577_#_TRINITY_DN8254_c0_g1_i1"	"jgi|Yarlip1|125101|fgenesh1_kg.4_#_577_#_TRINITY_DN8254_c0_g1_i1"	"Q6C405"	"YALI0E30833p"	"0"	"0"	"0"	"32.02005074935837"	"32.82502122633154"	"32.41457814648872"	"31.944512197600872"	"31.74475572880279"	"31.83797968972584"	"32.56545518193662"	"31.088159218066597"	"31.865014550183666"	"31.094518110537457"	"31.48010152460757"	"31.63539862226337"	"30.500485171217957"	"0.0539585062674105"	"0.202662481521587"	"4"	"4"	"5"	"-0.4919531253119125"	"-0.9859369841828709"	"-0.4939838588709584"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-25405-MONOMER	"jgi|Yarlip1|125107|fgenesh1_kg.4_#_583_#_TRINITY_DN2812_c0_g1_i1"	"jgi|Yarlip1|125107|fgenesh1_kg.4_#_583_#_TRINITY_DN2812_c0_g1_i1"	"Q6C403"	"YALI0E30877p"	"eukaryotic translation initiation factor 4F complex assembly [GO:0097010]; formation of translation preinitiation complex [GO:0001731]"	"eukaryotic translation initiation factor 4F complex [GO:0016281]; polysome [GO:0005844]"	"ribosomal small subunit binding [GO:0043024]; RNA strand annealing activity [GO:0033592]; RNA strand-exchange activity [GO:0034057]; translation initiation factor activity [GO:0003743]"	"38.20065199949029"	"37.94528708765409"	"37.92951492882262"	"37.81908466564533"	"37.35710065869208"	"37.20879705178588"	"37.649442931734534"	"37.74116514174967"	"37.21025163346152"	"37.72331193399099"	"37.36445965073398"	"37.713940529479714"	"37.35450551061491"	"0.0123491281471266"	"0.140154204710093"	"4"	"4"	"5"	"-0.4845082244125365"	"-0.5003408187468636"	"-0.015832594334327155"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-25406-MONOMER	"jgi|Yarlip1|125109|fgenesh1_kg.4_#_585_#_TRINITY_DN1629_c0_g1_i1"	"jgi|Yarlip1|125109|fgenesh1_kg.4_#_585_#_TRINITY_DN1629_c0_g1_i1"	"Q6C402"	"Serine/threonine-protein phosphatase (EC 3.1.3.16)"	"0"	"fungal-type vacuole [GO:0000324]"	"cofactor binding [GO:0048037]; magnesium-dependent protein serine/threonine phosphatase activity [GO:0004724]; metal ion binding [GO:0046872]"						"31.173551719018505"				"31.175278107480334"		"30.619294166670922"	"29.523016114472128"			"0"	"1"	"3"			"-0.7343555894773743"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-25407-MONOMER	"jgi|Yarlip1|125110|fgenesh1_kg.4_#_586_#_TRINITY_DN8210_c0_g1_i1"	"jgi|Yarlip1|125110|fgenesh1_kg.4_#_586_#_TRINITY_DN8210_c0_g1_i1"	"Q6C401"	"YALI0E30921p"	"regulation of vesicle-mediated transport [GO:0060627]; SNARE complex assembly [GO:0035493]"	"endosome [GO:0005768]; lytic vacuole [GO:0000323]"	"SNARE binding [GO:0000149]"						"28.520582954552417"										"0"	"1"	"0"				"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-25408-MONOMER	"jgi|Yarlip1|125111|fgenesh1_kg.4_#_587_#_TRINITY_DN6936_c0_g1_i1"	"jgi|Yarlip1|125111|fgenesh1_kg.4_#_587_#_TRINITY_DN6936_c0_g1_i1"	"Q6C400"	"YALI0E30943p"	"arginine transport [GO:0015809]; lysine transport [GO:0015819]; retrograde transport, endosome to Golgi [GO:0042147]; signal transduction [GO:0007165]"	"cytosol [GO:0005829]; extrinsic component of plasma membrane [GO:0019897]"	"GTPase activity [GO:0003924]; GTP binding [GO:0005525]"	"34.67142405387074"	"34.186689444470225"	"33.78761032037614"	"33.76894824692899"	"31.632408787824392"	"32.950377278488155"	"34.05410217255338"	"34.36513249506824"	"33.47124878458438"	"32.38207568033596"	"33.521429879009915"	"32.89128620741732"	"33.26783605486989"	"0.181538357709367"	"0.313610097313288"	"4"	"4"	"5"	"-0.8531628329279854"	"-0.9968926951680288"	"-0.14372986224004336"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-31113-MONOMER	"jgi|Yarlip1|91354|e_gw1.14.97.1"	"jgi|Yarlip1|91354|e_gw1.14.97.1"	"Q6CGR6"	"YALI0A16863p"	"FAD transport [GO:0015883]; mitochondrial transport [GO:0006839]"	"integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]"	"FAD transmembrane transporter activity [GO:0015230]; folic acid transmembrane transporter activity [GO:0008517]"	"31.32275844609721"	"29.761576644440566"		"30.95684657937793"	"30.469660477600314"	"32.56769468523896"	"30.97739647389132"		"31.96392429769747"	"32.236347673063456"	"32.90416430335795"	"32.2109760213289"	"31.866402011479995"	"0.053022702512877"	"0.200432447390333"	"3"	"3"	"5"	"0.6578566556049594"	"1.5559689714136518"	"0.8981123158086923"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"100.0"	"100.0"
G1FV3-25410-MONOMER	"jgi|Yarlip1|125114|fgenesh1_kg.4_#_590_#_TRINITY_DN3212_c0_g1_i1"	"jgi|Yarlip1|125114|fgenesh1_kg.4_#_590_#_TRINITY_DN3212_c0_g1_i1"	"Q6C3Z8"	"YALI0E30987p"	"0"	"0"	"hydrolase activity, acting on ester bonds [GO:0016788]"	"26.5573796757544"	"26.7915381175452"	"21.645264384167536"	"26.476162141267338"	"26.24670001284766"	"25.450638640004797"	"24.48142253116689"	"26.596051409688858"	"24.872627916777027"	"25.954602087989706"	"26.530544098974005"	"26.283355885740075"	"25.84701776376926"	"0.873045457649503"	"0.558602087778846"	"4"	"4"	"5"	"0.32611706874343227"	"0.5300434709663975"	"0.2039264022229652"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-25411-MONOMER	"jgi|Yarlip1|125115|fgenesh1_kg.4_#_591_#_TRINITY_DN3110_c0_g1_i1"	"jgi|Yarlip1|125115|fgenesh1_kg.4_#_591_#_TRINITY_DN3110_c0_g1_i1"	"Q6C3Z7"	"Uridine kinase (EC 2.7.1.48)"	"CTP salvage [GO:0044211]; pyrimidine nucleobase metabolic process [GO:0006206]; pyrimidine nucleoside salvage [GO:0043097]; UMP salvage [GO:0044206]"	"cytosol [GO:0005829]"	"ATP binding [GO:0005524]; uridine kinase activity [GO:0004849]"											"24.882783333744893"					"0"	"0"	"1"				"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-30633-MONOMER	"jgi|Yarlip1|127629|fgenesh1_kg.8_#_267_#_TRINITY_DN3016_c0_g1_i1"	"jgi|Yarlip1|127629|fgenesh1_kg.8_#_267_#_TRINITY_DN3016_c0_g1_i1"	"Q6CHT5"	"Ribosome biogenesis protein NOP53"	"ribosomal large subunit assembly [GO:0000027]; ribosomal large subunit export from nucleus [GO:0000055]"	"nucleolus [GO:0005730]; nucleoplasm [GO:0005654]"	"rRNA binding [GO:0019843]"	"30.651567368986342"	"30.964433244480844"	"31.334782492146395"	"29.675399906795775"	"31.417428059614995"	"31.253248679689605"	"31.600237753518698"	"30.985244705921392"	"27.58759030838657"	"27.71344624852979"	"31.814566899721274"	"28.08877400751666"	"27.26731620362391"	"0.0169892844195511"	"0.146748124059511"	"4"	"4"	"5"	"0.6574940465838317"	"-2.162207019546699"	"-2.8197010661305306"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"100.0"	"100.0"
G1FV3-25416-MONOMER	"jgi|Yarlip1|125121|fgenesh1_kg.4_#_597_#_TRINITY_DN7906_c0_g1_i1"	"jgi|Yarlip1|125121|fgenesh1_kg.4_#_597_#_TRINITY_DN7906_c0_g1_i1"	"Q6C3Z1"	"YALI0E31130p"	"0"	"integral component of membrane [GO:0016021]"	"0"						"29.805058822734136"			"29.736973892305244"		"24.604842305933992"	"29.776305713384858"	"23.64394424220485"			"0"	"1"	"4"			"-2.864542284276901"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-25422-MONOMER	"jgi|Yarlip1|125128|fgenesh1_kg.4_#_604_#_TRINITY_DN11383_c0_g1_i1"	"jgi|Yarlip1|125128|fgenesh1_kg.4_#_604_#_TRINITY_DN11383_c0_g1_i1"	"Q6C3Y5"	"Histone deacetylase (EC 3.5.1.98)"	"regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]"	"nucleus [GO:0005634]"	"metal ion binding [GO:0046872]; NAD-dependent histone deacetylase activity (H3-K14 specific) [GO:0032041]"				"27.119316525093083"				"32.13007500074871"								"1"	"1"	"0"	"5.010758475655628"			"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-25423-MONOMER	"jgi|Yarlip1|125129|fgenesh1_kg.4_#_605_#_TRINITY_DN115_c0_g1_i1"	"jgi|Yarlip1|125129|fgenesh1_kg.4_#_605_#_TRINITY_DN115_c0_g1_i1"	"Q6C3Y4"	"YALI0E31273p"	"DNA damage checkpoint [GO:0000077]; positive regulation of transcription by RNA polymerase II [GO:0045944]"	"nucleus [GO:0005634]"	"histone binding [GO:0042393]"	"25.701763324275493"		"26.286073623990827"													"2"	"0"	"0"				"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-27601-MONOMER	"jgi|Yarlip1|127340|fgenesh1_kg.7_#_485_#_TRINITY_DN9435_c0_g1_i1"	"jgi|Yarlip1|127340|fgenesh1_kg.7_#_485_#_TRINITY_DN9435_c0_g1_i1"	"Q6C9D7"	"YALI0D12012p"	"ribosomal large subunit biogenesis [GO:0042273]"	"Noc1p-Noc2p complex [GO:0030690]; Noc2p-Noc3p complex [GO:0030691]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]"	"0"	"34.06540835458739"	"32.798138530726185"	"33.17789218056869"	"32.33465277912054"	"32.40974056484813"	"33.42148299453735"	"34.7374202365892"	"34.36852015032509"	"32.774278952232464"	"32.91593223173257"	"33.20006378507843"	"32.51979176176538"	"32.22649367638443"	"0.174272892150839"	"0.308596058376966"	"4"	"4"	"5"	"0.6402680253242394"	"-0.36671087981204664"	"-1.006978905136286"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"100.0"	"100.0"
G1FV3-25426-MONOMER	"jgi|Yarlip1|125133|fgenesh1_kg.4_#_609_#_TRINITY_DN6755_c0_g1_i1"	"jgi|Yarlip1|125133|fgenesh1_kg.4_#_609_#_TRINITY_DN6755_c0_g1_i1"	"Q6C3Y2"	"YALI0E31317p"	"translation [GO:0006412]"	"cytosolic small ribosomal subunit [GO:0022627]; mitochondrial small ribosomal subunit [GO:0005763]"	"structural constituent of ribosome [GO:0003735]"	"34.20641477991763"	"33.72458015070523"	"33.973108803222075"	"33.104164840915274"	"33.11245984999516"	"32.9594629925038"	"33.94001119807473"	"34.06816123563354"	"34.44943783953857"	"33.817644248390145"	"34.47449631742511"	"33.97073790002578"	"33.50228491080085"	"0.309293645537016"	"0.379650480708247"	"4"	"4"	"5"	"-0.23204332463824784"	"0.2908530995460339"	"0.5228964241842817"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-25427-MONOMER	"jgi|Yarlip1|125134|fgenesh1_kg.4_#_610_#_TRINITY_DN3651_c0_g1_i1"	"jgi|Yarlip1|125134|fgenesh1_kg.4_#_610_#_TRINITY_DN3651_c0_g1_i1"	"Q6C3Y1"	"YALI0E31339p"	"proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]"	"0"	"ubiquitin protein ligase activity [GO:0061630]"		"29.943494635630984"	"28.803258233454816"													"2"	"0"	"0"				"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
